normalized_nickname_key,display_nickname_examples,irc_syntax_status,irc_syntax_invalid_examples,registered_in_2002_cadastros,cadastro_segments,cadastro_record_ids,operator_or_master,operator_access_levels,operator_source_records,present_in_ircontro,ircontro_event_ids,ircontro_event_names,ircontro_source_records,participation_profile,evidence_scope,privacy_scope,notes
kabuloso_barra,kAbUlOsO_Barra,all_examples_valid,,true,male,cb_20021128_0536,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kalyko,kalyko,all_examples_valid,,true,male,cb_20021128_0537,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kan_mt,KaN_MT,all_examples_valid,,true,male,cb_20021128_0538,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kanalhaz_corrporation,kANALHAZ_corrporation,all_examples_valid,,true,male,cb_20021128_0539,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kanela,Kanela,all_examples_valid,,true,female,cb_20021128_1152,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
karioka_jiujiteiro,KaRiOkA_JiuJiTeiRo,all_examples_valid,,true,male,cb_20021128_0540,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kariokinha_mo_file,KaRioKiNHa_Mo_FiLé,no_examples_valid,KaRioKiNHa_Mo_FiLé,true,female,cb_20021128_1153,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kastortroy,kastortroy,all_examples_valid,,true,male,cb_20021128_0541,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kathryn-copa,kathryn-copa,all_examples_valid,,true,female,cb_20021128_1154,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kathy_rj,Kathy_RJ,all_examples_valid,,true,female,cb_20021128_1155,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
katinha_rj_ou_katty,katinha_rj ou Katty,no_examples_valid,katinha_rj ou Katty,true,female,cb_20021128_1156,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kcristina,kcristina,all_examples_valid,,true,female,cb_20021128_1157,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kedsju,kedsju,all_examples_valid,,true,female,cb_20021128_1158,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kessy[mrb],Kessy[MRB],all_examples_valid,,true,female,cb_20021128_1159,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
ket_bsc[gdp_ap],KeT_BSC[GDP_AP],all_examples_valid,,true,male,cb_20021128_0542,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
ket_pl0c_neo_hippie,KeT_pL0c_NeO_hIpPiE,all_examples_valid,,true,male,cb_20021128_0543,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kibonus,Kibonus,all_examples_valid,,true,male,cb_20021128_0544,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kika,kika,all_examples_valid,,true,female,cb_20021128_1160,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kiko,Kiko,all_examples_valid,,true,male,cb_20021128_0545,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
king_of_the_black_kokada,KiNg_oF_tHe_BlAcK_KoKaDa,all_examples_valid,,true,male,cb_20021128_0546,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
krika_locutora,Krika_Locutora,all_examples_valid,,true,female,cb_20021128_1161,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
krisriobi,Kris.Rio/Bi,no_examples_valid,Kris.Rio/Bi,true,female,cb_20021128_1162,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
krol_vfs,Krol_vfs,all_examples_valid,,true,female,cb_20021128_1163,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
ksharp,Ksharp,all_examples_valid,,true,male,cb_20021128_0547,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kuat_rj,KUAT_RJ,all_examples_valid,,true,male,cb_20021128_0548,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kurt_jpa,Kurt_jpa,all_examples_valid,,true,male,cb_20021128_0549,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
kurty`bedegueba,Kurty`Bedegueba,all_examples_valid,,true,male,cb_20021128_0550,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
laddyrj,LaddyRJ,all_examples_valid,,true,female,cb_20021128_1164,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
ladie_recreio,Ladie_ReCrEiO,all_examples_valid,,true,female,cb_20021128_1165,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lalica,Lalica,all_examples_valid,,true,female,cb_20021128_1166,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
land_dick,LAND_DICK,all_examples_valid,,true,male,cb_20021128_0551,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lascador,Lascador,all_examples_valid,,true,male,cb_20021128_0552,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lauro,Lauro___,all_examples_valid,,true,male,cb_20021128_0553,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lauro_rj,Lauro_RJ,all_examples_valid,,true,male,cb_20021128_0554,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
laynerj,LaYnE'Rj,no_examples_valid,LaYnE'Rj,true,female,cb_20021128_1167,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
le_saradinho,Le_Saradinho,all_examples_valid,,true,male,cb_20021128_0555,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leandrinhoex_pif,leandrinho(EX PIF),no_examples_valid,leandrinho(EX PIF),true,male,cb_20021128_0556,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leco_jpa,LECO_JPA,all_examples_valid,,true,male,cb_20021128_0557,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leco_the_love,LECO_The_Love,all_examples_valid,,true,male,cb_20021128_0558,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lecoooo,LECOoOO,all_examples_valid,,true,male,cb_20021128_0559,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
legumevergume,LEGUMEVERGUME,all_examples_valid,,true,male,cb_20021128_0560,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lekinha_ou_lekaa,Lekinha ou Lekaa,no_examples_valid,Lekinha ou Lekaa,true,female,cb_20021128_1168,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leko,leko,all_examples_valid,,true,male,cb_20021128_0561,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lela^,Lela^,all_examples_valid,,true,female,cb_20021128_1169,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lele-rio_barra,Lele-Rio_Barra,all_examples_valid,,true,male,cb_20021128_0563,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lelei,lelei,all_examples_valid,,true,male,cb_20021128_0562,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lena-barra,Lena-Barra | lena-barra,all_examples_valid,,true,female,cb_20021128_0953,true,,cb_access_200012_009,true,cb_reveillon_2000_2001_post_reveillon,Canal Barra Reveillon 2000-2001 / post-Reveillon gathering,data/raw/ircontros/reveillon-2000-2001-post-reveillon.csv,registered_operator_present_in_ircontro,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leo,LEO | Leo | __LEO_,all_examples_valid,,true,male,cb_20021128_0046 | cb_20021128_0564 | cb_20021128_0565,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leo-23,LEO-23,all_examples_valid,,true,male,cb_20021128_0569,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leo-recreio,LEO-RECREIO,all_examples_valid,,true,male,cb_20021128_0571,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leo_do_meier,Leo do Meier,no_examples_valid,Leo do Meier,true,male,cb_20021128_0566,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leo_gato,LeO_GaTo,all_examples_valid,,true,male,cb_20021128_0567,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leo_leblon,Leo_Leblon,all_examples_valid,,true,male,cb_20021128_0568,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leobarra,LEOBARRA,all_examples_valid,,true,male,cb_20021128_0570,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leothefirm,LeoTheFirm,all_examples_valid,,true,male,cb_20021128_0572,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lesk-dopacha,LeSK-DoPaChA,all_examples_valid,,true,male,cb_20021128_0573,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
letang,letang,all_examples_valid,,true,male,cb_20021128_0574,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
leuo,LeUo_,all_examples_valid,,true,male,cb_20021128_0575,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
libriano,Libriano,all_examples_valid,,true,male,cb_20021128_0576,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lica-ilha,lica-ilha,all_examples_valid,,true,female,cb_20021128_1170,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
liel,liel,all_examples_valid,,true,male,cb_20021128_0577,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lila_loira,Lila Loira,no_examples_valid,Lila Loira,true,female,cb_20021128_1171,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lilgus,LiLGuS,all_examples_valid,,true,male,cb_20021128_0578,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lilica_fla,LILICA_FLA,all_examples_valid,,true,female,cb_20021128_1172,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lillicarj,LillicaRJ,all_examples_valid,,true,female,cb_20021128_1173,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lily-17,Lily-17,all_examples_valid,,true,female,cb_20021128_1174,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lindinha,Lindinha,all_examples_valid,,true,female,cb_20021128_1175,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lindinha_barra,Lindinha_Barra,all_examples_valid,,true,female,cb_20021128_1176,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lindinhoo_zs,lindinhoo_zs,all_examples_valid,,true,male,cb_20021128_0579,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lindo_jpa,Lindo_JPA,all_examples_valid,,true,male,cb_20021128_0580,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lindo_vp,lindo_vp,all_examples_valid,,true,male,cb_20021128_0581,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
line,Line | line,all_examples_valid,,true,female,cb_20021128_0963 | cb_20021128_1177,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
liny,LINY,all_examples_valid,,true,female,cb_20021128_1178,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipe,Lipe | Lipe____,all_examples_valid,,true,male,cb_20021128_0582 | cb_20021128_0583,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipe-23,Lipe-23,all_examples_valid,,true,male,cb_20021128_0589,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipe-tyf,Lipe-TYF,all_examples_valid,,true,male,cb_20021128_0591,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipe_18_rj,Lipe_18_Rj,all_examples_valid,,true,male,cb_20021128_0584,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipe_estacio_bb4life,Lipe_Estacio_BB4LIFE,all_examples_valid,,true,male,cb_20021128_0585,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipe_remador,Lipe_Remador,all_examples_valid,,true,male,cb_20021128_0586,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipe_rj,Lipe_RJ,all_examples_valid,,true,male,cb_20021128_0587,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipebravu,_LiPeBravU_,all_examples_valid,,true,male,cb_20021128_0056,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipec,lipec,all_examples_valid,,true,male,cb_20021128_0590,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipecwb,Lipe®CWB,no_examples_valid,Lipe®CWB,true,male,cb_20021128_0588,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipi,lipi,all_examples_valid,,true,male,cb_20021128_0592,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lipi_rj,LIPI_RJ,all_examples_valid,,true,male,cb_20021128_0593,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lisa-barra,Lisa-Barra | lisa-barra,all_examples_valid,,true,female,cb_20021128_0954,true,,cb_access_200012_008,true,cb_reveillon_2000_2001_post_reveillon,Canal Barra Reveillon 2000-2001 / post-Reveillon gathering,data/raw/ircontros/reveillon-2000-2001-post-reveillon.csv,registered_operator_present_in_ircontro,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lisa07,Lisa07,all_examples_valid,,true,female,cb_20021128_1179,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
liva,_Liva_,all_examples_valid,,true,female,cb_20021128_0985,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
livinha_barra,Livinha_Barra,all_examples_valid,,true,female,cb_20021128_1180,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
ll,***L@l@***,no_examples_valid,***L@l@***,true,female,cb_20021128_0966,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lli,lli,all_examples_valid,,true,female,cb_20021128_1181,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lobato,Lobato,all_examples_valid,,true,male,cb_20021128_0594,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
locer[bcg],LoCeR[BcG],all_examples_valid,,true,male,cb_20021128_0595,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loira,loira,all_examples_valid,,true,female,cb_20021128_1182,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loira_exaltada,loira_exaltada,all_examples_valid,,true,female,cb_20021128_1183,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loira_modelo,loira_modelo,all_examples_valid,,true,female,cb_20021128_1184,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loira_olhos_verdes,Loira_Olhos_Verdes,all_examples_valid,,true,female,cb_20021128_1185,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loira_vp,loira_vp,all_examples_valid,,true,female,cb_20021128_1186,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loirauff,LoiraUFF,all_examples_valid,,true,female,cb_20021128_1187,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loirinha_barra,Loirinha_Barra,all_examples_valid,,true,female,cb_20021128_1188,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loirinha_recreio,loirinha_recreio,all_examples_valid,,true,female,cb_20021128_1189,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loirinha_rio,Loirinha_Rio,all_examples_valid,,true,female,cb_20021128_1190,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loiro_olhos_azuis,Loiro Olhos Azuis,no_examples_valid,Loiro Olhos Azuis,true,male,cb_20021128_0596,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
longbeachduballstars,LongBeachDubAllstars,all_examples_valid,,true,male,cb_20021128_0597,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lora,Lora,all_examples_valid,,true,female,cb_20021128_1191,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lora_recreio,LoRa_ReCrEiO,all_examples_valid,,true,female,cb_20021128_1192,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lorarj,lorarj,all_examples_valid,,true,female,cb_20021128_0955,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lord-barra,Lord-Barra,all_examples_valid,,true,male,cb_20021128_0599,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lord_jim,LoRd_JiM,all_examples_valid,,true,male,cb_20021128_0598,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lorde,Lorde,all_examples_valid,,true,male,cb_20021128_0600,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lostprincess,LostPrincess,all_examples_valid,,true,female,cb_20021128_1193,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
loucao_do_pantano,Loucao_do_Pantano,all_examples_valid,,true,male,cb_20021128_0601,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
louquinho_rj,LOUQUINHO_RJ_,all_examples_valid,,true,male,cb_20021128_0602,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lua_23_rj,Lua_23_RJ,all_examples_valid,,true,female,cb_20021128_1194,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
luana_spears,*Luana Spears*,no_examples_valid,*Luana Spears*,true,female,cb_20021128_0971,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
luaninha20_recreio,Luaninha20_Recreio,all_examples_valid,,true,female,cb_20021128_1195,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
luara_morena,Luara_morena,all_examples_valid,,true,female,cb_20021128_1196,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lucas_rio,Lucas_Rio,all_examples_valid,,true,male,cb_20021128_0006,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
luciana_21_rj,LUCIANA_21_RJ,all_examples_valid,,true,female,cb_20021128_1197,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lucianorj{e1},LucianoRJ{E1},all_examples_valid,,true,male,cb_20021128_0603,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
lucy,lucy,all_examples_valid,,true,female,cb_20021128_1198,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
luisbarra,LUISBARRA,all_examples_valid,,true,male,cb_20021128_0604,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
luiz-21-rj,Luiz-21-RJ,all_examples_valid,,true,male,cb_20021128_0605,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
luiza32,Luiza32,all_examples_valid,,true,female,cb_20021128_1199,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
